clade_name	CD001	CD002	CD003	CD004	CD005	CD006	CD007	CD008	CD009	CD010	CD011	CD012	CD013	CD014	CD015	CD016	CD017	CD018	CD019	CD020	CD021	CD022	CD023	CD024	CD025	CD026	CD028	CD029	CD030	CD031	CD032	CD033	CD034	CD035	CD036	CD037	CD038	CD039	CD040	CD041	CD042	CD043	CD044	CD045	CD046	CD047	CD048	CD049	CD050	CD051	CD052	CD053	CD054	CD055	CD056	CD057	CD059	CD060	CD061	CD062	CD063	CD064	CD065	CD066	CD067	CD068	CD069	CD070	CD071	CD072	CD073	CD074	CD075	CD076	CD078	CD079	CD080	CD081	CD082	CD083	CD084	CD085	CD086	CD087	CD088	CD089	CD090	CD091	CD092	CD093	CD094	CD095	CD096	CD097	CD098	CD099	CD100	CD101	CD102	CD103	CD105	CD106	CD107	CD108	CD109	CD112	CD113	CD114	CD115	CD116	CD118	CD119	CD120	CD121	CD122	CD123	CD124	CD125	CD126	CD127	CD128	CD129	CD130	CD131	CD132	CD133	CD134	CD135	CD136	CD137	CD138	CD139	CD140	CD141	CD142	CD143	CD144	CD145	CD146	CD147	CD151	CD153	CD154	CD155	CD156	CD157	CD158	CD159	CD161	CD162	CD163	CD164	CD167	CD168	CD169	CD171	CD172	CD173	CD174	CD175	CD180	CD181	CD182	CD183	CD184
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	54.75552	3.83462	1.88227	0.0	1.50458	0.0	0.47113	4.10771	22.06421	0.62876	6.96545	0.4702	19.36441	1.80058	2.28258	0.79256	1.92424	70.13298	34.69599	0.28601	0.76351	0.06063	1.23826	51.44659	79.92456	33.90124	7.82487	2.24231	71.38571	0.0	2.09566	0.0	0.62427	5.81963	0.02483	0.00103	9.11111	20.1144	28.07744	92.68636	0.28073	17.0773	0.36859	3.48493	1.5005	6.04863	81.08058	13.30334	0.0	88.42076	36.02245	0.76749	0.25456	5.22905	0.0	27.40674	65.95773	16.3873	26.17012	0.80378	0.31091	2.51881	5.09279	1.47862	2.53992	0.08659	13.05465	2.79628	0.50816	1.58733	5.27277	16.77793	4.64223	52.62958	0.05231	0.25605	0.08294	1.36741	0.89728	0.01485	0.05014	2.08259	0.69245	15.81036	32.30605	63.87699	6.44082	21.58373	24.71191	9.1165	0.07087	13.28601	0.01812	0.15332	0.07846	80.05252	2.89509	6.24242	3.62527	1.25719	0.56762	8.9587	20.79695	2.71867	86.70122	0.0362	67.90263	0.14191	96.19797	1.71851	15.6577	0.01042	7.35018	0.11329	9.94992	9.00933	3.33607	0.02836	7.84291	15.45464	12.63666	46.40389	19.0654	18.40917	24.51969	1.55687	33.28807	0.19268	29.91525	50.62689	28.93335	8.03983	0.31568	0.06822	62.41809	11.12497	27.57648	0.04899	97.26069	19.3939	0.71171	0.99147	10.21627	37.49509	12.87995	18.46031	0.37754	0.3523	29.52227	37.9572	88.92973	27.0352	68.41265	7.63168	0.0	14.73109	9.94177	1.03554	0.0	2.99471	0.00496	0.00477	7.68185	0.25509	3.60984
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	27.67822	11.322	0.03869	0.31959	5.02617	15.00277	15.80495	9.92245	0.30354	10.69476	3.94621	0.8644	3.03594	1.21798	0.35379	96.23934	1.46295	1.72939	30.61321	1.23471	0.96822	0.32706	1.46608	3.67956	3.7429	5.08292	35.29931	1.72086	0.00365	0.10581	1.68212	16.29658	2.20235	26.90597	0.3389	4.43474	2.90657	0.65281	0.36783	5.12209	0.62829	9.12433	1.88592	3.83907	0.88639	0.39385	0.81479	3.37687	1.87172	0.55338	0.61185	0.09047	7.86852	0.32598	0.08652	4.55315	2.35809	0.34701	0.04432	0.29056	1.4519	0.07098	0.48567	0.59638	0.10387	0.38252	3.58509	54.20525	1.23868	1.25416	0.03528	1.21405	65.88488	0.32817	0.7702	3.06464	22.49991	0.01471	0.26545	2.81923	38.42154	2.3324	1.16841	22.97629	0.0	0.86372	0.13847	13.88021	0.96859	12.64002	0.05319	0.20348	0.53594	1.71543	1.7427	0.13033	2.84883	0.2405	0.98593	0.00425	0.08888	3.68349	6.96455	27.98735	3.27517	0.24257	0.22152	8.84826	0.2374	7.69407	4.86395	1.74269	8.43885	5.16718	59.91868	3.33242	0.31204	0.79552	4.03234	5.01852	1.57825	0.01102	15.91187	12.44442	9.17755	2.5097	2.64462	0.09255	6.73668	0.20775	7.77457	2.19688	2.37995	1.97736	2.77291	0.66408	0.45488	0.28086	0.4629	1.67378	0.04243	0.11793	2.60397	12.91548	0.35303	4.71169	0.52049	0.4523	1.0249	1.01202	7.18508	0.29982	1.0297	1.91722	22.50793	7.16053	1.73796	3.56253	25.01493	2.34454	0.77676	0.05131	0.84702	0.30729	4.30146
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	15.23508	0.58808	0.23512	0.00365	0.60889	0.0	3.43743	0.03438	0.11078	1.07184	0.29965	1.72505	0.08341	0.23778	1.06928	1.88457	0.0	3.05207	9.3166	41.74295	0.11586	12.25672	12.37166	13.55563	1.1344	8.35391	0.23279	0.7905	2.64828	0.53006	0.03732	7.65772	3.24225	3.45986	3.96112	4.17843	0.78902	3.71343	2.4138	0.08285	0.00165	3.60104	0.00973	12.95625	0.01735	0.04171	0.63816	0.00621	0.14922	4.59666	1.04387	0.12983	2.80359	0.0	0.0	1.53323	2.00698	4.05577	0.00895	5.11785	7.32927	5.82094	0.57898	9.93548	0.41874	1.12231	0.0	0.0	14.60325	2.76646	1.78087	0.0	0.59332	7.37626	12.58224	0.05379	5.19668	2.08628	0.00046	0.01119	0.32543	11.70082	1.14601	0.71893	0.02449	1.08307	1.65685	0.00917	22.63914	8.86982	0.63794	0.16895	4.78357	0.26155	0.0	3.32464	0.0	12.73266	8.40505	13.20292	3.77729	6.17827	16.37976	34.59752	0.63092	0.1518	0.0	0.00469	1.25365	7.05783	0.0	8.98353	0.93723	18.01017	3.77418	0.4072	0.70009	5.86951	6.75547	1.39763	1.54142	2.85534	15.24262	34.90445	1.06392	11.06157	0.65013	0.00545	0.66452	22.42425	10.02296	0.5986	0.53977	0.02932	1.28645	0.0	0.0	12.04727	0.0	0.01082	1.49339	9.63283	2.51118	5.73613	3.0598	1.65593	0.0	0.0	0.86227	0.31041	3.22524	0.11143	0.87048	0.01993	0.0	4.6129	0.07413	8.00904	0.00971	29.72227	0.44661	0.02471	0.04687	0.72111	2.88418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.45173	6.1516	11.92127	59.71636	14.73265	11.50783	44.59316	16.29924	2.37063	11.21911	17.08877	51.97911	5.25445	29.82444	34.15371	0.03588	37.80172	22.61637	4.03094	20.98834	19.22078	66.39897	58.72671	3.76519	15.1117	48.99079	23.55828	60.09613	5.35696	20.84341	67.98855	32.39302	9.24914	28.19377	24.94247	67.13897	29.79268	49.08356	16.24493	0.04799	59.59228	26.19583	17.54535	7.58185	33.53644	31.72972	9.04733	31.36652	56.34093	5.48215	38.02824	20.39791	35.02451	14.39751	45.87425	30.47332	6.21752	42.07002	57.1927	18.86629	40.91641	12.78861	33.47079	30.94644	23.48638	55.70398	75.3771	4.25441	46.74569	17.1856	15.10176	50.32914	0.75755	17.69048	35.97619	21.07903	33.27158	3.03444	46.33158	13.69507	31.71699	36.91167	14.97323	29.74226	41.73113	10.56389	66.89976	43.43871	38.50931	26.09035	69.86019	22.25221	31.0534	24.86171	37.27232	15.71941	24.97608	50.63509	18.38715	14.04435	35.39396	21.7989	44.06786	5.34823	9.00746	58.39044	28.66372	38.32518	2.22214	34.98892	54.18114	63.45524	41.56431	8.04551	0.00023	9.93294	55.7559	30.35665	32.47235	2.10911	46.81623	46.52548	16.43536	13.13879	31.68417	23.97135	9.8706	54.22554	34.78273	25.56754	44.55875	68.37285	35.01659	19.76687	4.79147	70.71991	40.25422	44.95603	1.79327	60.20075	24.44944	31.55127	39.58225	5.63742	33.91389	10.31254	74.87047	74.57393	22.43127	32.06081	0.48604	27.32248	25.61925	10.61955	38.84819	2.10085	41.80283	44.46674	29.83966	21.23961	66.02031	61.91703	85.52211	58.77251	60.59342
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.29202	0.27168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13371	1.28475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00891	0.00772	0.0	0.0	0.0	0.00383	0.00637	0.0	0.0	0.03015	0.61062	0.00482	0.0	0.1	0.18128	0.0	0.0	0.0	0.0	0.0	0.00355	0.0	0.0	0.00453	0.00023	0.0	0.0	0.0	0.0	0.0384	0.00755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.03895	0.01824	0.0	0.0	0.0169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.01467	0.0	0.0	0.0	0.07717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00579	0.0	0.0	0.0	0.0	0.00259	0.0	0.0133	0.0	0.00427	0.0	0.0	0.05435	0.02896	1.94761	0.03399	0.14421	0.0	0.0	0.11344	0.0	0.00621	0.0	0.05533	0.0	0.0	0.0	0.0346	4.86292	0.94693	0.0	0.0	0.05213	0.0	0.0	0.0	0.38615	0.0	0.4171	0.0	0.0	0.0	0.0	0.01185	0.0	0.0	0.27631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08471	0.11366
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.16681	0.0	0.0	0.03584	0.07127	0.06349	0.0	0.01277	0.11861	0.06381	0.40245	0.0	0.22632	0.03717	0.0	0.00078	0.11051	0.02862	2.21451	0.03185	0.0	0.02345	0.07838	0.13291	0.0246	0.04252	0.06966	0.14323	0.0	0.0	0.00564	0.30971	0.01321	0.24714	0.00976	0.02289	0.21798	0.0035	0.03907	0.00297	0.04703	0.0857	0.00063	0.0093	0.08771	0.11941	0.08958	0.12648	0.16096	0.01696	0.01597	0.00032	0.00438	0.03093	0.15295	0.06345	0.01325	0.00127	0.02353	0.01515	0.0882	0.00615	0.01827	0.0	0.02345	0.04146	0.05735	0.01393	0.11031	0.00732	0.00063	0.01919	0.0	0.0905	0.07517	0.13539	0.88788	0.0	0.00249	0.11168	0.16976	0.31301	0.0257	0.0	0.0	0.00354	0.06336	0.21096	0.02865	0.10295	0.0659	0.02389	0.05956	0.04932	0.05516	0.00025	0.03108	0.00981	0.08005	0.0	0.04359	0.00841	0.08121	0.14904	0.01418	0.08623	0.02696	0.07067	0.06016	0.03729	0.04926	0.05925	0.10349	0.04853	0.0	0.0	0.08166	0.0757	0.05833	0.07586	0.18948	0.00507	0.2772	0.16347	0.02359	0.0	0.0	0.0	0.14737	0.08485	0.14371	0.21349	0.11688	0.21119	0.22379	0.02411	0.0	0.02558	0.01325	0.06335	0.0	0.01369	0.03516	1.49437	0.00049	0.06062	0.00789	0.0	0.00568	0.21494	0.04595	0.0	0.0	0.37622	0.35319	0.1414	0.02311	0.03455	0.27139	0.0	0.01209	0.0	0.0	0.0	0.15264
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.11382	0.0	0.0	0.00413	0.02756	0.0409	0.0	0.00061	0.0	0.03952	0.0	0.0	0.0	0.0	0.0	0.0	0.04154	0.00233	0.85054	0.0	0.04451	0.00358	0.0	0.0	0.00108	0.0	0.06362	0.07505	0.0	0.0	0.0	0.0	0.0188	0.0	0.00244	0.02228	0.05631	0.0	0.06507	0.00402	0.0	0.0687	0.01253	0.00353	0.00851	0.00399	0.0	0.00828	0.17704	0.01302	0.00715	0.0	0.0	0.03032	0.01779	0.01015	0.02569	0.0	0.0	0.00071	0.00494	0.0	0.0	0.00017	0.0473	0.00468	0.01795	0.00035	0.02977	0.00482	0.0	0.0	0.0	0.00322	0.00253	0.02859	0.51118	0.0	0.0	0.0009	0.22787	0.01553	0.5987	0.0	0.0	0.0	0.00864	0.01533	0.05744	0.00561	0.00184	0.00063	0.01322	0.03998	0.0	0.0	0.01016	0.01855	0.0247	0.01878	0.00118	0.01739	0.23134	0.036	0.0	0.04515	0.00139	0.00145	0.00647	0.06798	0.02946	0.00518	0.00376	0.00118	0.0018	0.0	0.0034	0.00703	0.04897	0.00221	0.09334	0.0	0.10352	0.12902	0.02832	0.0	0.0	0.0	0.00797	0.00465	1.06718	0.01821	0.16078	0.07993	0.01658	0.06241	0.01301	0.02025	0.0	0.10127	0.0	0.0	0.0254	0.2946	0.00498	0.0	0.03619	0.03105	0.00154	0.0	0.01163	0.0	0.0	0.04018	0.06178	0.04474	0.0	0.03057	0.0	0.0	0.01118	0.0	0.06265	0.01323	0.09771
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.09457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01233	0.0	0.0	0.0	0.0	0.0	0.0	0.00838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02995	0.06465
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0865	0.0	0.0	0.0365	0.00505	0.14431	0.0	0.03525	0.0	0.05357	0.04738	0.0	0.01817	0.00513	0.0	0.0	0.15841	0.00321	1.42285	0.00625	0.0	0.01843	0.00876	0.04331	0.06076	0.0	0.03874	0.02777	0.0	0.0	0.03317	0.01666	0.03025	0.04585	0.0019	0.03403	0.17009	0.01008	0.14351	0.05388	0.02785	0.24241	0.01135	0.00109	0.0249	0.01848	0.58437	0.03574	0.01548	0.01396	0.00404	0.06255	0.01156	0.0	0.01085	0.00255	0.02479	0.01232	0.00945	0.00374	0.0196	0.00131	0.0	0.0	0.0041	0.041	0.09269	0.0	0.06344	0.00077	0.0	0.0	0.0	0.0	0.01485	0.05968	0.11163	0.0	0.0	0.0057	0.04073	0.1086	0.0	0.0	0.06852	0.0	0.03275	0.23185	0.02457	0.13335	0.01235	0.00761	0.00776	0.0436	0.02091	0.01478	0.0383	0.00451	0.01858	0.0	0.0	0.0	0.06606	0.0	0.14054	0.00689	0.0135	0.0	0.00778	0.0651	0.09045	0.03004	0.0	0.00458	0.01111	0.0	0.0	0.0282	0.00463	0.32505	0.0	0.0	0.23675	0.19303	0.0	0.0	0.00483	0.0	0.47272	0.01817	0.26202	0.06007	0.0	0.16912	0.03807	0.03231	0.0	0.00392	0.01531	0.86942	0.0	0.04601	0.00743	0.52725	0.0	0.00402	0.04362	0.01765	0.01287	0.0	0.04858	0.0	0.0	0.03219	0.00891	0.03883	0.0	0.0	0.0	0.00667	0.00303	0.0	0.0105	0.0	0.00148
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.07141	0.0	0.0	0.0	0.00483	0.0	0.16045	0.0	0.0	0.0	0.0	0.0	0.0	0.61397	0.0	0.0	0.0	0.00098	0.0	0.0	0.06655	0.09358	0.00137	0.0	0.0	0.0914	0.02801	0.42608	0.0	0.0	0.0	0.0	0.02332	0.0	0.0	0.00756	0.09144	0.0	0.0	0.0	0.0	0.07032	0.0	0.0	0.0	0.0	0.0	0.0	0.01177	0.0	2.37501	0.00857	0.0	0.0	0.00359	0.00772	0.06737	0.0	0.00118	0.0	0.01276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89948	0.0	0.0	0.0	0.0	0.0	0.0	0.02388	0.00841	0.0	0.01038	0.0	0.56774	0.02766	0.0	0.0	0.0	0.0	0.00148	0.0	0.476	0.03369	0.0	0.0	0.0	0.20771	0.0	0.0	0.0	0.01172	0.00891	0.0	0.00179	0.01182	1.36577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01835	0.0	0.0	0.1625	0.0	0.0	0.00382	0.0	0.0	0.0	0.0	0.0	0.08825	0.12195	0.08329	0.0	0.0	0.12257	0.0	0.0	0.62166	0.0	0.03572	0.0	0.0	0.0	0.0	0.0194	0.0	0.0	0.0	0.0	0.0	0.43261	0.0	0.00589	0.0204	0.01914	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.72082	0.0	0.0	0.0	0.40575	0.02267	0.0	0.0	0.0	0.00354
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.02284	2.51218	2.19822	9.3898	0.64781	0.0	5.74539	0.15793	0.0316	0.59743	0.00467	0.64993	45.81865	0.0	1.10287	0.0	11.18983	0.0329	0.727	0.05255	1.48535	2.4983	0.0	0.0	0.0	0.0	0.02175	2.95095	0.19423	1.97318	0.0	6.09295	4.77702	3.10185	13.07892	0.01114	0.29952	13.64724	1.76802	0.0	7.45641	13.28519	1.46098	2.16415	5.0388	7.01829	0.0	0.06557	18.68779	0.00012	4.08151	5.60722	1.73849	1.12767	10.00869	16.56375	0.10188	0.0	0.0	3.35006	3.26185	0.58278	5.59616	1.89728	0.36983	1.86724	0.03344	2.05124	3.19555	1.13226	0.00141	12.68026	0.0	0.0	4.6649	20.04762	2.50819	5.61238	1.37497	52.26407	6.31929	4.62273	11.74373	0.0	0.0	0.0	3.15488	7.118	2.89869	0.8037	0.00238	0.00386	0.52964	5.37898	18.94086	0.0	6.69312	4.49705	18.58779	3.85743	3.83759	3.34493	2.1904	0.00792	0.00024	9.91244	0.0	11.03966	7e-05	10.33296	0.00499	0.00555	0.0	5.73913	4.15523	2.08358	3.61602	15.61386	0.91969	0.02495	0.0	0.04255	0.93559	3.19986	0.0	0.0	0.10202	2.04592	0.0021	0.0	0.0	0.00421	0.0	23.94452	3.79729	0.0	8.68585	4.23143	0.00402	2.8505	0.89446	3.60365	4.98971	1.73083	0.20147	2.94009	0.0	0.0	12.38719	3.82692	0.0	0.0	0.0	0.0643	12.63064	0.0	0.57137	4.09845	24.14499	3.38334	3.35087	22.43481	2.9544	0.0	5.35081
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.0113	0.0	0.0	0.0	0.07438	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.02884	0.0	0.0	0.0	0.0	0.03747	0.09248	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.03448	0.0	0.0	0.0	0.0	0.08059	0.00519	0.0	0.0003	0.00117	0.00595	0.00167	0.0	0.0	0.0	0.0	0.0	0.00378	0.00094	0.03957	0.00734	0.00487	0.0	0.0	0.0	0.0	0.0	0.0	0.03233	0.0	0.07284	0.0	0.00194	0.0	0.00031	0.11438	0.0	0.0	0.02382	0.0	0.0	0.0	0.01893	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.00082	0.00592	0.01657	0.0092	0.0	0.01197	0.0	0.0	0.0	0.0	0.0	0.01542	0.0	0.0	0.0	0.0	0.0	0.0	0.03754	0.0	0.0	0.06669	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31048	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.00193	0.0	0.0	0.01389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.15849	0.0	0.00084	0.0	0.00522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.00824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.00461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.00817	0.67413	0.2681	1.96594	0.32311	0.0	0.00862	0.21952	0.73142	9.4135	0.63169	0.94391	5.47663	2.26845	0.11859	0.0	0.26542	0.28828	0.17615	0.25066	0.14176	0.0	0.46282	0.0	0.0	0.1763	0.29086	0.04949	0.00897	0.11701	0.5061	2.51719	1.70475	1.29082	0.10655	0.1461	3.94775	0.02153	0.03161	0.017	0.06392	0.36572	0.99695	0.0	0.60509	0.7796	3.14578	1.25513	0.82265	0.0	0.08372	0.14694	0.77496	0.08941	0.54134	0.21879	0.12076	0.50972	2.38215	0.15463	0.8818	1.63036	0.21027	0.12794	0.40468	0.02993	3.57572	0.40771	0.15821	1.51596	0.15907	0.23697	0.0	0.06419	0.10474	0.86831	6.41726	0.01341	0.01732	0.72594	1.17664	0.1961	0.96843	0.08135	3.01214	5.29866	0.51093	1.8991	1.89112	1.09155	0.00821	1.17114	0.32278	0.0	0.78155	0.0	0.75326	0.09279	2.41803	0.50966	0.01639	1.81524	0.11336	0.15214	0.18271	0.57788	0.6542	2.09268	0.00061	0.23369	2.58854	3.2413	0.18327	0.13785	0.0	0.78797	0.25013	11.61905	0.34126	0.34941	0.13647	0.8104	0.19693	0.35542	3.78506	4.85332	2.58678	0.01795	4.62555	0.17685	4.97553	0.11007	0.11227	0.15757	0.88992	3.00724	0.309	0.02623	0.09488	1.75879	0.10164	0.24672	1.27609	0.20533	1.72128	0.14964	0.128	0.09907	0.0292	0.13234	0.05591	1.29121	0.9318	0.01031	1.08597	1.99676	5.11403	0.24727	0.64363	0.38358	0.03967	0.38796	0.0069	0.51367	0.95873
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.00276	0.36856	3.44867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08643	0.0	0.0	3.88258	0.0	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	0.04284	0.0	0.0	0.0	0.0	1.45702	0.0	0.0	0.0	0.0	0.0	0.01121	0.0	0.0	0.0	0.0	0.0	0.0086	13.94412	0.01642	4.62462	0.0	0.0	0.0	0.0	0.0	0.50058	0.0	0.0	0.0	0.4397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77055	0.00974	0.0	0.0	0.02502	0.0	0.0	0.0	0.0	0.0	0.98348	0.04795	0.0	0.0	0.0	0.54864	0.0	0.0	0.0	0.0	0.0	1.82055	0.0	0.0	0.01461	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01484	0.01982	0.0	0.0	0.0	0.0	0.0	0.97244	3.10297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78457	0.11891	0.0	0.0	0.0	0.0	0.34693	0.0	0.11799	0.0	0.16067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.12888	18.84787	28.45902	0.0	0.0	0.0	0.0	0.0	0.0	0.78659	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0
