clade_name	ACC0147	ACC0163	ACC0048	ACC0102	ACC0034	ACC0138	ACC0096	ACC0049	MiRES012	ACC0080	ACC0032	ACC0108	ACC0097	MiRES005	ACC0265	ACC0110	ACC0192	ACC0013	ACC0114	ACC0136	MiRES011	ACC0169	MiRES003	ACC0135	ACC0066	MiRES009	MiREL020	MIRES007	ACC0009	ACC0031	MiRES004
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982	0.03285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.02954	0.0	0.0	0.0	0.00644	0.0	0.00565	0.00252	0.0	0.0128	0.0	0.00141	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.76785	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985	0.02899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718	0.02604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03298	0.0	0.0719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	0.02228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03505
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	0.02117	0.50557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01397	0.0	0.0	0.0	0.0	0.02815
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070	0.01779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.01608	0.03151	2.68372	0.0	0.0716	0.77991	0.02231	0.0455	0.18892	0.12018	1.25949	0.03136	0.22669	0.00433	0.17544	0.02569	0.0	0.49342	1.2056	0.40564	6.05578	0.18062	0.0	0.0	0.0	2.35782	0.46865	2.37622	0.83362	0.25996	0.8346
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.01579	0.317	0.12642	0.0	0.09825	0.0	0.0	0.06336	0.0	0.0	0.0	0.03288	0.13289	0.0	0.0	0.15686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.0	0.0	0.0	0.82136
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898	0.01373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.01208	1.6668	0.90392	0.0	1.82022	0.49986	0.51685	0.36985	0.93944	0.37545	0.07496	0.82955	0.26119	1.01003	0.0	0.78322	0.02475	0.0	3.06135	0.08761	8.13989	0.0	2.2921	0.0	0.0	0.0	0.76274	4.69265	0.05172	1.98367	0.50547
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.01099	0.21535	0.00625	0.24891	0.0	0.00465	0.00615	0.22827	0.00545	0.05591	0.0	0.04031	0.01328	0.01302	0.04748	0.0687	0.04595	0.03866	0.02776	0.05041	0.0	0.01665	0.02157	0.09185	0.04153	0.0	0.01825	0.00667	0.02666	0.08073	0.0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	0.00818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262	0.00785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126	0.00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261
k__Bacteria|p__Firmicutes|c__CFGB45507|o__OFGB45507	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507	0.00011	0.00751	0.0	0.0	0.0	0.0	0.0	0.10365	0.0	0.0	0.0	0.08944	0.0003	0.0	0.08135	0.0	0.0	0.00501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16176	0.0	0.14584	0.0	0.02051	0.06057
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	51.8369	4.02749	0.80066	0.0	6.48146	5.2702	2.30452	28.42074	0.30388	4.07683	6.86408	12.55123	2.17014	7.50484	0.0	21.76933	0.11468	22.773	6.5841	17.76146	8.01655	0.03337	15.46135	0.03087	35.23885	5.03128	4.21232	5.58359	32.08654	1.91973	3.80323
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	8.57066	10.24347	8.56557	2.966	0.93842	25.8827	0.02731	14.64675	0.75376	27.16483	10.61353	2.78134	15.14394	23.4744	2.03143	11.02473	0.0483	20.81951	5.4785	16.69354	1.80485	14.4473	2.59524	0.30496	11.63833	3.60339	25.65693	12.70531	5.78853	12.48199	19.30779
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	6.77454	22.90885	11.55246	43.16384	29.90264	27.59078	4.4983	23.35907	2.85122	20.89769	26.5997	55.05574	21.22254	37.17725	51.31338	25.10419	9.89816	16.43961	26.14593	48.86022	1.00439	40.33531	46.0258	41.86925	15.05077	32.52974	29.1868	24.09732	20.74969	23.8982	17.01517
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	5.62229	0.0	0.0	0.05508	0.0	0.00226	0.0	0.02446	1.3385	0.0	0.16039	0.30481	0.01521	0.03184	0.0	0.0033	0.00062	0.0	0.52701	1.08418	0.0	0.01034	1.00194	0.00376	0.0	0.07325	2.14834	0.00512	0.24195	0.0	0.02175
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	4.46263	0.00779	2.43869	0.3373	1.76812	0.50404	0.02934	0.0	0.06062	0.0	0.0	0.0	0.03405	0.0	0.0	1.39713	1.24309	0.00851	2.91927	0.0	0.81524	0.09899	0.28306	0.0	15.02139	0.0	0.70907	0.0	0.05121	0.14444	0.15636
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	3.92201	36.95752	59.49045	23.80645	10.60999	23.11451	8.73886	7.32662	29.75354	17.32973	24.91612	6.22991	1.79006	21.85922	27.85774	3.91851	0.4261	6.55606	26.58508	3.15236	2.08048	23.12939	9.56832	9.49629	0.30195	19.35259	18.43668	31.20984	30.11438	12.53044	18.81722
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2.76019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2.75187	1.7106	1.36381	2.47069	3.42691	0.6477	3.74936	3.39913	0.03752	1.91444	1.57183	1.6087	1.19173	2.25812	0.74914	0.60145	1.2973	1.71556	1.82749	0.25203	0.03234	1.80257	3.10844	0.54543	3.1484	1.00634	1.56128	3.27286	0.99714	2.91057	6.95518
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2.43963	3.38179	0.0	0.0	0.01347	0.809	0.02211	2.01418	0.26037	1.00179	0.49642	0.09395	0.54513	0.00097	0.0	2.47449	0.0	0.0	0.1347	0.01528	0.0	0.0	0.0	0.0	0.0	0.0	0.04518	0.3017	0.0	0.09723	2.46769
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806	1.58142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08017
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae	0.70234	0.02398	0.04976	0.0	0.0	0.0	0.0	0.52925	0.0	0.0	0.0	0.0	0.0	0.01054	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0	0.2578	0.0	0.0	0.00518	0.02096	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae	0.68549	0.0	0.0	0.0	0.00978	0.0	0.0	0.60953	0.0	0.0	0.0	0.0	0.0	0.0	0.02422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	0.58003	0.75627	0.0	0.00652	0.00939	0.02182	0.0	0.22536	7e-05	0.01946	0.0	0.2235	0.14309	0.00211	0.0	0.72394	0.0	0.00427	0.0	0.0	0.0	0.00291	0.0	0.03361	0.00302	0.10917	0.0	0.0	0.0	0.0056	0.19189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	0.55007	2.531	0.12876	0.3493	0.05172	0.74067	0.00571	0.52267	0.0	0.0656	5.86841	2.14597	0.55129	0.00452	2.29083	1.41455	0.03003	0.72171	0.07565	0.0	0.0	0.33313	1.7061	0.0	0.0	2.36396	1.39037	5.75889	0.00075	0.07986	5.15639
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.53001	1.33446	0.0	0.0	0.63836	1.82178	0.65287	0.43716	7.6209	1.41246	0.47398	0.39385	0.31627	0.0	0.0	0.26571	0.0	0.0	0.48329	0.11083	0.05957	0.12586	2.03793	0.0	0.0	0.0	1.00896	1.26171	0.0	4.27023	1.46591
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.52493	1.14554	0.35572	0.0	0.08027	0.25198	0.013	1.40266	0.07478	1.89545	0.11734	0.9141	0.04404	0.24161	0.45186	1.11966	0.0	0.07447	0.30414	6.20982	0.0	0.0	1.1406	0.0	1.35948	0.98494	1.14749	0.12811	1.77599	0.3378	0.46842
k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069|f__FGB3069	0.50264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16974
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783	0.47826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0226	0.0	0.0	0.11084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90961
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.45448	0.07115	0.0	0.36335	0.0	0.05602	0.0	0.00752	0.06022	0.18969	0.93766	0.0	0.00058	0.02502	0.0	0.00035	44.81552	0.0	0.00503	0.40618	0.0	0.05069	0.23443	6.80165	0.0029	0.33298	0.51875	0.00939	0.08745	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.3966	0.77378	1.95625	0.01072	0.33023	0.3291	0.05827	0.33372	1.16349	0.35757	1.20425	0.18316	0.06981	0.0	0.0	0.04879	0.0	0.37585	0.1342	0.00019	0.0	0.0	0.51007	0.0	0.0	0.07241	0.43239	1.21022	0.0	1.13229	0.61773
k__Bacteria|p__Firmicutes|c__CFGB1213|o__OFGB1213|f__FGB1213	0.23547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0268
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.18414	0.30109	1.1919	0.13715	0.36329	3.90327	0.00278	0.414	0.00151	1.69999	1.2848	0.631	2.27664	0.47976	9.10656	0.52894	0.05349	0.25699	0.39395	0.35521	0.0098	0.52976	3.59223	11.07491	2.51781	2.30234	3.3305	0.3217	3.80581	0.89122	0.61692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	0.17587	0.0	0.0	0.0	0.0	0.01506	0.0	0.0	0.0	0.0	0.00343	0.00454	0.0	0.0	0.0	0.0	0.0	0.0	0.01021	0.0	0.0	0.0	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0.0	0.0297
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011	0.17307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01064	0.00165	0.0	0.0	0.10867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02065	0.0	0.0	0.0	0.0	0.05573
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.16678	0.27699	3.04946	21.23813	29.0556	0.0002	12.56456	0.00778	0.34211	3.37355	3.2352	0.02089	12.46642	0.4371	1.17701	0.21854	40.02962	0.06369	0.10848	0.03888	2.38546	0.01625	2.14673	22.30179	0.71562	0.24792	3.07991	0.93609	1.85961	1.1729	1.37199
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	0.15561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642	0.14243	0.03373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01666	0.0	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.1365	3.97869	3.41927	0.47795	0.16431	2.37205	0.19197	4.03345	0.20344	1.09434	0.36375	1.22369	0.24291	0.19308	2.73528	11.42209	0.78443	1.6799	4.15314	0.7553	0.2951	0.37893	2.78814	1.02952	6.25558	0.54388	0.83742	1.53301	0.08092	0.30881	0.07785
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.11752	0.35184	0.0	0.0	0.0	0.29783	0.0	0.02771	0.0	0.0	0.67331	0.04309	0.02722	0.0	0.0	0.0488	0.0	0.0	0.11908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51543	0.06282	0.0	0.05181	1.76874
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae	0.10945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.10533	1.30586	0.31474	0.0	4.63305	0.9727	1.68353	3.41595	0.0	0.6241	0.94778	6.95647	1.84727	0.04159	0.02845	9.63555	0.03659	0.12751	13.21539	0.13487	0.76675	5.37791	0.13158	0.00739	0.0	0.01654	0.12784	1.09523	0.0	13.88352	1.70193
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0.08304	0.05878	0.0	0.0	0.01017	0.0	0.0	0.0	7.20234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	0.07955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.20564	0.0	0.10253	0.0	0.0	0.27243	0.0	0.00597	0.06622	0.0	0.0	0.0	0.02596	0.0	0.0	0.21577	0.0	0.26051	0.0	0.0	0.50527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.0667	0.30142	0.0	0.0	0.00029	0.14564	0.0	0.18176	0.36811	0.18942	0.0	1.58096	0.01078	0.01379	0.24522	0.24916	0.0	0.0	0.0041	0.24591	0.0	0.0	0.02145	0.0	0.0	0.06633	0.03975	0.02974	0.07289	0.02325	0.21037
k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477|f__FGB10477	0.06343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2983|o__OFGB2983|f__FGB2983	0.05947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048	0.05406	0.21858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071	0.04647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984|f__FGB2984	0.0427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3043|o__OFGB3043|f__FGB3043	0.04153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB59744|o__OFGB59744|f__FGB59744	0.03423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982	0.03285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	0.02954	0.0	0.0	0.0	0.00644	0.0	0.00565	0.00252	0.0	0.0128	0.0	0.00141	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.76785	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985	0.02899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718	0.02604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03298	0.0	0.0719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359	0.02228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03505
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227	0.02117	0.50557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01397	0.0	0.0	0.0	0.0	0.02815
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070	0.01779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.01608	0.03151	2.68372	0.0	0.0716	0.77991	0.02231	0.0455	0.18892	0.12018	1.25949	0.03136	0.19046	0.00433	0.17544	0.02569	0.0	0.49342	1.2056	0.40564	6.05578	0.18062	0.0	0.0	0.0	2.35782	0.46865	2.37622	0.83362	0.25996	0.76265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	0.01579	0.317	0.0	0.0	0.0	0.0	0.0	0.06336	0.0	0.0	0.0	0.03288	9e-05	0.0	0.0	0.00376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.0	0.0	0.0	0.06554
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898	0.01373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	0.01208	1.6668	0.90392	0.0	1.82022	0.49986	0.51685	0.36985	0.93944	0.37545	0.07496	0.82955	0.26119	1.01003	0.0	0.78322	0.02475	0.0	3.06135	0.08761	8.13989	0.0	2.2921	0.0	0.0	0.0	0.76274	4.69265	0.05172	1.98367	0.50547
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	0.01099	0.21535	0.00625	0.24891	0.0	0.00465	0.00615	0.22827	0.00545	0.05591	0.0	0.04031	0.01328	0.01302	0.04748	0.0687	0.04595	0.03866	0.02776	0.05041	0.0	0.01665	0.02157	0.09185	0.04153	0.0	0.01825	0.00667	0.02666	0.08073	0.0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989	0.00818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262|f__FGB1262	0.00785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126	0.00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261
