#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	SCD66_metaphlan	SCD67_metaphlan	SCD68_metaphlan	SCD69_metaphlan	SCD70_metaphlan	SCD73_metaphlan	SCD72_metaphlan	SCD82_metaphlan	SCD75_metaphlan	SCD76_metaphlan	SCD77_metaphlan	SCD83_metaphlan	SCD137_metaphlan	SCD79_metaphlan	SCD80_metaphlan	SCD84_metaphlan	SCD81_metaphlan	SCD106_metaphlan	SCD88_metaphlan	SCD91_metaphlan	SCD86_metaphlan	SCD138_metaphlan	SCD107_metaphlan	SCD90_metaphlan	SCD87_metaphlan	SCD92_metaphlan	SCD154_metaphlan	SCD93_metaphlan	SCD94_metaphlan	SCD139_metaphlan	SCD109_metaphlan	SCD129_metaphlan	SCD110_metaphlan	SCD97_metaphlan	SCD98_metaphlan	SCD99_metaphlan	SCD112_metaphlan	SCD100_metaphlan	SCD122_metaphlan	SCD101_metaphlan	SCD130_metaphlan	SCD103_metaphlan	SCD104_metaphlan	SCD140_metaphlan	SCD102_metaphlan	SCD105_metaphlan	SCD113_metaphlan	SCD145_metaphlan	SCD156_metaphlan	SCD141_metaphlan	SCD114_metaphlan	SCD115_metaphlan	SCD116_metaphlan	SCD111_metaphlan	SCD147_metaphlan	SCD142_metaphlan	SCD143_metaphlan	SCD117_metaphlan	SCD132_metaphlan	SCD124_metaphlan	SCD125_metaphlan	SCD126_metaphlan	SCD118_metaphlan	SCD119_metaphlan	SCD150_metaphlan	SCD157_metaphlan	SCD127_metaphlan	SCD133_metaphlan	SCD128_metaphlan	SCD136_metaphlan	SCD144_metaphlan	SCD151_metaphlan	SCD152_metaphlan	SCD153_metaphlan
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_Marseille_P3087|t__SGB4813	0.0447	0.06442	0.04937	0.0	0.0	0.06793	0.0	0.02107	0.0	0.0	0.0	0.04803	0.11054	0.0	0.0	0.0	0.14093	0.0	0.04167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13169	0.04701	0.0	0.0	0.03604	0.0	0.0	0.50489	0.03102	0.09761	0.0928	0.0	0.27725	0.18634	0.0	0.0	0.02206	0.0	0.0	0.14072	0.01993	0.04571	0.0007	0.30815	0.05048	0.39376	0.0	0.0	0.0	0.03185	0.0	0.0	4.1443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__SGB4582	0.04007	0.01924	0.0	0.0	1.28514	5.35491	0.8413	0.05559	0.0	0.0	1.68329	0.0	1.60873	0.0	0.0	1.40336	0.45701	10.42466	1.39646	4.65116	0.0	6.89635	2.68228	0.0	0.0	0.0	0.0	0.0	0.32161	0.0	0.0	4.29051	0.0	0.50667	0.0	3.17863	0.25557	1.48349	0.0	0.0	1.18021	2.67673	1.37291	2.20856	0.0	2.20919	3.4722	0.0	0.0	7.40121	0.00186	0.0	3.97879	2.94004	0.422	0.0	0.03832	0.0	2.71794	0.0	0.0	0.0	0.19674	0.0	0.0	0.02498	2.65664	0.0	0.0	0.0	0.0	0.0	0.0	6.78102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250|t__SGB14894	0.03568	0.0	0.0	0.0	0.10733	0.0	0.03823	0.03408	0.06464	0.0	0.00942	0.0136	0.05203	0.0	0.0	0.0	0.05962	0.0	6e-05	0.0	0.11575	0.0	0.0	0.08288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04742	0.0	0.19154	0.0	0.0	0.0	0.01426	0.01853	0.01983	0.0	0.00304	0.0	0.0	0.00155	0.0	0.14614	0.01067	0.0	0.02989	0.0	0.0	0.07703	0.0	0.0	0.00629	0.0	0.00036	0.07031	0.0	0.0	0.0	0.01086	0.00603	0.0	0.0	0.0	0.0	0.0	0.0	0.11269	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus|s__Negativibacillus_massiliensis|t__SGB14912	0.0349	0.0	0.0	0.0	0.2385	0.0	0.07288	0.75974	0.0	0.0	0.00096	0.03374	0.17121	0.0	0.0	0.0	0.08993	0.0	0.26994	0.0	0.34761	0.0	0.0	0.0	0.0	1.48448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68896	0.0	0.0	0.0	0.0	0.13999	0.3762	0.04926	0.01189	0.0	0.0	0.1987	0.0	1.12575	0.0	0.0	4.42457	0.16595	0.02487	0.0	0.26591	0.0	0.23339	0.10856	0.0	1.33363	0.0	0.15028	0.0	0.0	0.02276	0.0	0.0	0.0	0.0	0.0	0.0	0.25658	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__SGB4046	0.0331	0.0	0.09263	0.0	0.00738	0.0	0.01996	0.0	0.0	0.0	0.02313	0.01668	0.00439	0.0	0.0	0.0	0.00694	0.0	0.02036	0.0	0.0	0.0	0.0	0.06812	0.0	0.0	0.0	0.0	0.0	0.0	0.8573	0.0	0.0	0.0004	0.0	0.08721	0.0	0.01826	0.0	0.14333	0.03256	0.0	0.04264	0.00574	0.00094	0.0	0.0	0.0	0.03573	0.0	0.0	0.0	0.0	0.00423	0.0296	0.02152	0.03272	0.03908	0.02101	0.0	0.0	0.0	0.00293	0.0	0.0	0.00045	0.02458	0.0	0.0	0.0	0.0	0.0	0.01143	0.1434
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans|t__SGB15350	0.03224	0.0	0.0	0.0	0.00623	0.0	0.0	0.05139	0.0	0.0	0.0	0.05665	0.02797	0.0	0.0	0.0	0.00807	0.0	0.03189	0.0	0.00384	0.0	0.0	0.03222	0.0	0.02178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09661	0.04745	0.00035	0.0	0.00327	0.0	0.0	0.04076	0.00923	0.0384	0.00245	0.0	0.0	0.0142	0.0	0.01036	0.01231	0.0	0.00962	0.01743	0.00561	0.01981	0.01764	0.00301	0.01817	0.06716	0.0	0.13222	0.0	0.0	0.0	0.19592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03933	0.02516
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_luti|t__SGB4829	0.03051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855	0.03019	0.14162	0.48702	0.10747	0.00607	0.00045	0.0	0.15968	0.07922	0.0	0.0	2.265	0.0	0.03297	0.0	0.01956	0.2495	0.0	0.15238	0.00236	0.0	0.0	0.0	0.07124	0.19379	0.15309	0.02813	0.26981	0.0	0.0	6.22976	1.4399	2.42829	0.02363	0.0	0.0	0.02073	0.13932	0.0	0.0	0.0	0.02933	0.37226	0.01828	1.02562	0.88297	0.09288	0.13304	0.91225	0.18065	0.0275	0.0	0.0	0.0	0.08813	0.16749	9.38652	0.97083	0.00953	0.13853	0.0	0.0	0.00049	1.00708	0.0	0.0	0.02094	0.04677	0.0	9.65358	2.24148	2.68995	0.78416	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alangreenwoodia|s__Candidatus_Alangreenwoodia_gallinarii|t__SGB60876	0.02866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_timonensis|t__SGB33550	0.02806	0.0	0.0	0.0	0.0	0.0	0.02649	0.00699	0.0	0.0	0.0	0.0	0.01357	0.0	0.0	0.0	0.01528	0.0	0.04029	0.0	0.0	0.0	0.05006	0.01272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03484	0.0	0.0	0.0	0.0	0.02086	0.0	0.0	0.20588	0.0	0.0	0.00684	0.0	0.0	0.07788	0.0	0.0	0.0	0.0	0.01368	0.0	0.0	0.47457	0.0	0.02485	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.10664	0.0	0.0	0.0	0.0	0.0	0.02748
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudobutyricicoccus|s__Candidatus_Pseudobutyricicoccus_lothianensis|t__SGB14975	0.02745	0.0	0.0	0.0	0.0	0.0	0.00143	0.06867	0.0	0.0	0.0	0.0	0.04806	0.0	0.0	0.0	0.0	0.0	0.01373	0.0	0.02711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0356	0.0	0.0	0.0	0.0	0.0	0.02033	0.0	0.02115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__SGB1862	0.02696	0.0	0.0	0.0	0.0	0.08995	0.0	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0348	0.0	0.0	0.28482	0.0	0.0	0.02625	0.0	0.0	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01048	0.0	0.0	0.0	0.01547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB52130|s__GGB52130_SGB14966|t__SGB14966	0.02539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.0	0.00531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.01235	0.0	0.0	0.03318	0.0	0.00795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum|t__SGB3922_group	0.02514	0.06883	0.02833	0.02184	0.00842	0.01282	0.02139	0.00241	0.03747	0.01418	0.19551	0.01073	0.01674	0.12034	0.01627	0.01033	0.01152	0.02185	0.01081	0.0028	0.00873	0.02744	0.05502	0.02424	0.0	0.01916	0.00439	0.00933	0.05298	0.0	0.0	0.07621	0.0	0.0	0.00037	0.00328	0.01079	0.00458	0.00085	0.0	0.0249	0.00314	0.02244	0.00012	0.0028	0.03799	0.00945	0.0	0.0	0.02473	0.02532	0.0002	0.08217	0.0072	0.02717	0.03655	0.01336	0.02828	0.01815	0.0088	0.0	0.02361	0.08084	0.00025	0.00111	0.0207	0.02036	0.0342	0.00802	0.01088	0.0	0.00811	0.00316	0.00381
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4831	0.02482	0.06318	0.02451	0.0	0.08354	0.04222	0.0	0.29855	0.0	0.0	0.1435	0.1523	0.31506	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.0	0.0	0.0	0.13873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00436	0.07497	0.0	0.01734	0.0	0.0	0.07629	0.0	0.0	2.49784	0.00864	0.05175	0.0	0.0	0.0	0.0	0.0	0.0	0.04522	0.18101	0.24135	0.22858	0.1866	1.07961	0.04882	0.0	0.0	0.0	0.1091	0.0	0.02896	0.11516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101|t__SGB63101	0.02438	0.0	0.0	0.0	0.0	0.0	0.0	0.01279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11095	0.0	0.02534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01376	0.0	0.02248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03076	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081|t__SGB15081	0.02238	0.0	0.0	0.0	0.02313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09887	0.00108	0.0	0.0	0.0	0.0	0.0	0.06338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01535	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3534|s__GGB3534_SGB4722|t__SGB4722	0.02212	0.0	0.0	0.0	0.0	0.0	0.0	0.00671	0.0	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.0	0.0	0.04575	0.0	0.0	0.0	0.0	0.0	0.0	0.00826	0.0	0.0	0.0	0.0	0.00058	0.0	0.0	0.0	0.02384	0.0	0.0	0.0	0.0	0.0	0.00561	0.00051	0.0	0.0	0.0	0.0	0.00488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci|t__SGB3934_group	0.02153	0.08539	0.0073	0.00766	0.00454	0.00389	0.02054	0.00161	0.00971	0.00181	0.00746	0.00449	0.00303	0.04305	0.00892	0.00395	0.00289	0.02543	0.00448	0.00689	0.0	0.01205	0.03801	0.00219	0.0	0.0028	0.00026	0.00253	0.03552	0.0	0.0	0.04419	0.00073	0.0	0.00053	0.0	0.00137	0.00733	0.0004	0.0	0.00402	0.00449	0.00435	0.0	0.00427	0.03709	0.00308	0.0	0.0017	0.00974	0.01503	0.00101	0.0134	0.01572	0.00017	0.02763	0.00108	0.00543	0.01071	0.00808	0.0	0.00032	0.00739	0.00592	0.0	0.0	0.00559	0.01197	0.00414	0.00088	0.0	0.0	0.0	0.01044
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB4770	0.02111	0.0	0.0	0.0	0.0	0.0	0.0	0.06687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01178	0.0	0.0	0.00664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962|t__SGB3962	0.0186	0.0	0.0	0.0	0.00077	0.0	0.0	0.03385	0.0	0.0	0.05718	0.1426	0.02738	0.0	0.0	0.0	0.17448	0.0	0.03087	0.0	0.11822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04933	0.0	0.16756	0.0	0.0	0.0	0.01619	0.0	0.0	0.01561	0.0	0.0	0.0	0.0	0.0	0.02171	0.0	0.0	0.0	0.0	0.0	0.0	0.06513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus|t__SGB15154	0.01783	0.0	0.0	0.0	0.0	0.0	0.00216	0.02495	0.0	0.0	0.0	0.11532	0.00771	0.0	0.0	0.0	0.0409	0.0	0.01831	0.0	0.06096	0.0	0.0	0.02146	0.0	0.12301	0.0	0.0	0.0	0.0	0.0	0.00419	0.0	0.12849	0.03878	0.16482	0.0	0.0	0.0	0.0	0.24531	0.0	0.01537	0.02249	0.0	0.0	0.00127	0.0	0.11876	0.02694	0.0	0.25336	0.02616	0.00013	0.05318	0.0	0.00202	0.0329	0.01594	0.0	0.0	0.0	0.0	0.0	0.0	0.01005	0.0	0.0	0.0	0.0	0.02876	0.0	0.00745	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244|t__SGB29302	0.01768	0.0	0.0	0.0	0.0	0.0	0.00982	0.00215	0.0	0.0	0.00203	0.00239	0.00126	0.0	0.0	0.0	0.0126	0.0	0.0	0.0	0.00229	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00888	0.0	0.02066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229	0.0	0.0	0.00096	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.00631	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_NSJ_61|t__SGB4040	0.01667	0.0	0.0	0.0	0.0	1.05292	0.0	0.0	0.0	0.0	0.0	0.01122	0.0	0.0	0.0	0.0	0.02329	0.0	0.0	0.0	0.0	0.0	0.0	0.11111	0.0	0.0	0.06832	0.23023	0.00579	0.0	0.0	0.00974	0.0	0.00659	0.0	0.19016	0.00447	0.49832	0.0	0.54006	0.00698	0.00879	0.0	0.0023	0.0	0.0	0.00273	0.0	0.0	0.03893	0.07265	2.42592	0.08099	0.03097	0.0	0.01939	0.0	0.0	0.00532	0.0	0.0	0.0	0.00904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB71368|t__SGB71368	0.01644	0.0	0.0	0.0	0.0	0.0	0.07921	0.0	0.0	0.0	0.33968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11083	0.02204	0.0	0.0	0.0	0.19214	0.0	0.0	0.0	0.0	0.17196	0.25137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1321	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15316	0.01623	1.52863	6.87133	0.0	0.90993	0.0	2.84333	0.31947	0.0	0.0	0.0	0.15407	0.46424	0.0	0.0	0.37786	0.04063	0.0	0.03008	0.0	0.05192	0.11686	0.0	0.5399	0.0	5.58485	0.0	0.0	1.64509	0.0	0.0	4.1261	0.0	0.12488	0.0	0.04784	4.81175	0.66876	0.0	1.69915	1.37027	0.59574	1.15184	0.52225	0.0	5.58172	2.19135	0.0	0.01843	0.04681	0.10485	0.0	0.88853	0.18562	0.16174	0.07767	0.02445	0.01488	0.29365	0.0	0.0	4.16349	0.02737	0.0	0.26122	0.25113	1.70509	0.0	0.0	0.0	0.29969	0.0	0.33495	4.33844
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__SGB9262	0.01614	0.00047	0.04302	0.0	0.0	0.03183	0.0	0.05812	0.0	0.0	0.0	0.16624	0.0	0.0	0.0	0.0	0.0	0.0	0.11521	0.09652	0.0	0.0	0.0	0.0	0.0	0.36354	0.79341	0.0	0.21085	0.0	0.0	0.0	1.02467	0.0	0.0	0.0	0.0	0.0	0.3738	0.0	0.02287	0.0	0.0256	0.0	0.0	0.0	0.0	0.0	0.0	0.00459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.20307	0.0	0.00123	0.0	1.11696	0.24765	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis|t__SGB15078	0.01522	0.0	0.0	0.0	0.0232	0.08467	0.0191	0.03927	0.0	0.0	0.0	0.19196	0.02483	0.0	0.0	0.07288	0.01112	0.0	0.20725	0.0	0.07608	0.15259	0.0	0.06105	0.0	0.11254	0.43112	0.0	0.0	0.0	0.0	0.02413	0.0	0.14146	0.18125	0.14234	0.0	0.0	0.04541	0.0	0.20383	0.09554	0.01188	0.04564	0.0	0.0	0.00386	0.0	0.27165	0.01371	0.11178	1.49812	0.00036	0.01159	0.32424	0.00874	0.08585	0.10861	0.03219	0.01756	0.0	0.0	0.00188	0.0	0.30336	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.08625	0.10835
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta|t__SGB14142	0.01413	0.0	0.0	0.0	0.00169	0.0	0.00411	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.03798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11058	0.0	0.0	0.00464	0.0	0.00727	0.0118	0.0	0.00224	0.0	0.0	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02346	0.0	0.0	0.02554	0.0	0.0	0.0	0.0	0.00145	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme|t__SGB6747	0.01367	0.00224	0.0	0.26484	0.00173	0.0	0.00209	0.0	0.00814	0.0	0.0	0.00556	0.0	0.0	0.10607	0.0	0.01662	0.0	0.00144	0.0745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22028	0.0	0.0	0.0357	0.0	0.02349	0.0	0.0	0.0	0.00185	0.0	0.03312	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.01724	0.52409	0.0	0.0	0.0	0.0108	0.00623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01114	0.00574	0.0	0.0	0.0	0.0	0.0074	0.0	0.0345	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089|t__SGB5089	0.01365	0.52913	0.0	1.3154	0.00704	0.0	0.00297	0.12815	0.12082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.04252	0.01526	0.02086	0.0	0.0	0.0	0.0	0.53798	0.51384	0.0	0.0499	0.0	0.01061	0.01809	0.0	0.0	0.0	0.0	0.0	0.28441	0.0	0.0257	0.25414	0.0	0.0	0.0	0.0	0.0	0.01292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00453	0.0	0.0	0.3196	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.43174	0.0	0.16656	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9621|s__GGB9621_SGB15072|t__SGB15072	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
